1.txt repeat0 359 True False [empty] [empty] True
1.txt repeat1 336 True False 0,1 [empty] True
1.txt repeat2 356 True False [empty] [empty] True
1.txt repeat3 369 True False [empty] [empty] True
1.txt repeat4 338 True False [empty] [empty] True
10.txt repeat0 710 True False 0,1|1,3 [empty] True
10.txt repeat1 548 True False 1,3 [empty] True
10.txt repeat2 681 True False 0,1|1,3 [empty] True
10.txt repeat3 804 True False 0,1|1,3 [empty] True
10.txt repeat4 374 True False 0,1|1,3 [empty] True
11.txt repeat0 403 True False [empty] [empty] True
11.txt repeat1 394 True False 0,1 [empty] True
11.txt repeat2 301 True False 0,1 [empty] True
11.txt repeat3 346 True False 0,1|2,3 [empty] True
11.txt repeat4 397 True False 0,1|2,3 [empty] True
12.txt repeat0 836 True False [empty] [empty] True
12.txt repeat1 703 True False 0,2|0,3 [empty] True
12.txt repeat2 745 True False 0,2|0,3 [empty] True
12.txt repeat3 504 True False 0,2|0,3 [empty] True
12.txt repeat4 449 True False 0,2 [empty] True
13.txt repeat0 541 True False 0,2|1,2 [empty] True
13.txt repeat1 746 True False 0,2|1,2 [empty] True
13.txt repeat2 523 True False 0,2|1,2 [empty] True
13.txt repeat3 639 True False 0,2 [empty] True
13.txt repeat4 526 True False 0,2|1,2 [empty] True
14.txt repeat0 390 True False 0,2|1,3 [empty] True
14.txt repeat1 552 True False 0,2|1,3 [empty] True
14.txt repeat2 938 True False 0,2|1,3 [empty] True
14.txt repeat3 382 True False 0,2 [empty] True
14.txt repeat4 638 True False 0,2 [empty] True
15.txt repeat0 868 True False 0,2|2,3 [empty] True
15.txt repeat1 471 True False 0,2|2,3 [empty] True
15.txt repeat2 460 True False 0,2|2,3 [empty] True
15.txt repeat3 535 True False 0,2|2,3 [empty] True
15.txt repeat4 511 True False 0,2|2,3 [empty] True
16.txt repeat0 340 True False 0,3 [empty] True
16.txt repeat1 332 True False 0,3 [empty] True
16.txt repeat2 618 True False 0,3 [empty] True
16.txt repeat3 454 True False 0,3|1,2 [empty] True
16.txt repeat4 320 True False [empty] [empty] True
17.txt repeat0 533 True False 0,3 [empty] True
17.txt repeat1 504 True False 0,3|1,3 [empty] True
17.txt repeat2 458 True False 0,3 [empty] True
17.txt repeat3 471 True False 0,3|1,3 [empty] True
17.txt repeat4 1090 True False 0,3|1,3 [empty] True
18.txt repeat0 483 True False 0,3|2,3 [empty] True
18.txt repeat1 527 True False 0,3 [empty] True
18.txt repeat2 427 True False 0,3 [empty] True
18.txt repeat3 551 True False 0,3|2,3 [empty] True
18.txt repeat4 446 True False 0,3 [empty] True
19.txt repeat0 532 True False 1,2|1,3 [empty] True
19.txt repeat1 573 True False 1,2|1,3 [empty] True
19.txt repeat2 726 True False 1,2|1,3 [empty] True
19.txt repeat3 397 True False 1,2|1,3 [empty] True
19.txt repeat4 874 True False 1,2|1,3 [empty] True
2.txt repeat0 475 True False 0,2 [empty] True
2.txt repeat1 1048 True False 0,2 [empty] True
2.txt repeat2 633 True False 0,2 [empty] True
2.txt repeat3 559 True False 0,2 [empty] True
2.txt repeat4 371 True False [empty] [empty] True
20.txt repeat0 684 True False 1,2 [empty] True
20.txt repeat1 811 True False 1,2|2,3 [empty] True
20.txt repeat2 645 True False 1,2|2,3 [empty] True
20.txt repeat3 612 True False 1,2|2,3 [empty] True
20.txt repeat4 597 True False 1,2 [empty] True
21.txt repeat0 612 True False 1,3|2,3 [empty] True
21.txt repeat1 495 True False 1,3 [empty] True
21.txt repeat2 366 True False 1,3|2,3 [empty] True
21.txt repeat3 477 True False 1,3|2,3 [empty] True
21.txt repeat4 489 True False 1,3|2,3 [empty] True
22.txt repeat0 558 True False 0,1|0,2|0,3 [empty] True
22.txt repeat1 436 True False [empty] [empty] True
22.txt repeat2 497 True False 0,1|0,2|0,3 [empty] True
22.txt repeat3 443 True False 0,1|0,2|0,3 [empty] True
